#,ID,CompanyName,TradeName,Address1,Address2,PostCode,City,Province,Region,Country,Language,Phone,Fax,Mobile,Email,Website,NationalID,NationalIdentificationTypeCodeDescription,NationalIDIsVat,InternationalCode01,InternationalLabel01,PrimaryLocalActivityCode,LocalActivityTypeCode,MarketabilityIndicator,YearStarted,NumberOfFamilyMembers,CEOName,CEOTitle,CEOFirstName,CEOLastName,CEOGender,CEOLanguage,EmployeesHereReliabilityCodeDescription,EmployeesTotalReliabilityCodeDescription,EmployeesHere,EmployeesTotal,ImportExportAgentCodeDescription,LegalStatusCodeDescription,StatusCodeDescription,SalesVolume,SalesVolumeDollars,SalesVolumeEuros,CurrencyCode,SalesVolumeReliabilityCodeDescription
1,0992738474,LA GARANTIA CARGO LTDA,,[redacted],[redacted],,Pereira,Risaralda,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,8000215289,Colombian National Tributary Id Number,True,4731,Freight transportation arrangement,,,M,1987,0,[redacted],Manager,[redacted],[redacted],[redacted],Spanish,Actual,Actual,830600,830600,None or Not Available,Partnership of unknown type,SingleLocation,5656387665,1284000,1257901,COP,Modeled
2,01065920550,APE INGENIEROS S A S,,[redacted],[redacted],,La Estrella,Antioquia,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,9012148644,Colombian National Tributary Id Number,True,8711,Engineering services,,,M,2018,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,784106,784106,None or Not Available,Corporation,SingleLocation,5505000,1508,1477,COP,Actual
3,0994330947,VILLEGAS DUQUE LUIS ALFONSO,,[redacted],[redacted],,Marulanda,Caldas,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,44570512,Colombian National Tributary Id Number,True,5499,Miscellaneous food stores,,,M,1998,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,730000,730000,None or Not Available,Not available,SingleLocation,3118942731,708000,693609,COP,Modeled
4,0790869305,MARIA DOLORITAS RESTREPO GARCIA,,[redacted],[redacted],,Manizales,Caldas,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,,,,5961,Catalog and mail-order houses,,,M,2021,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,550000,550000,None or Not Available,Not available,SingleLocation,3118942731,708000,693609,COP,Modeled
5,0992224017,JARAMILLO MARTINEZ CAROLINA,,[redacted],[redacted],,Manizales,Caldas,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,340008531,Colombian National Tributary Id Number,True,5013,Motor vehicle supplies and new parts,,,M,2006,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,515000,515000,None or Not Available,Not available,SingleLocation,4691629956,1065000,1043352,COP,Modeled
6,0992836142,GLORIA YANET LOAIZA LOAIZA,,[redacted],[redacted],,Cartago,Valle del Cauca,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,314229839,Colombian National Tributary Id Number,True,5912,Drug stores and proprietary stores,,,M,2009,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,500000,500000,None or Not Available,Not available,SingleLocation,3118942731,708000,693609,COP,Modeled
7,01066152475,PORTILLO PLAZA JHONATAN STEVEN,,[redacted],[redacted],,Pasto,Nariño,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,,,,5571,Motorcycle dealers,,,M,2020,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,500000,500000,None or Not Available,Not available,SingleLocation,3118942731,708000,693609,COP,Modeled
8,0993152122,HW DOUBLE CLICK S A S,,[redacted],[redacted],701,Bogotá,Capital District,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,9003948659,Colombian National Tributary Id Number,True,5722,Household appliance stores,,,,2010,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,500000,500000,None or Not Available,Corporation,SingleLocation,4638766520,1053000,1031596,COP,Modeled
9,0790893752,ZULMA CAROLINA RAMIREZ CAPACHO,,[redacted],[redacted],,Cúcuta,Norte de Santander,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,,,,5719,Miscellaneous homefurnishings,,,M,2021,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,500000,500000,None or Not Available,Not available,SingleLocation,3118942731,708000,693609,COP,Modeled
10,0790764135,VIVEROS BURBANO LEYDI MILENA,,[redacted],[redacted],,San Lorenzo,Nariño,,Colombia,SPA,[redacted],[redacted],[redacted],[redacted],,,,,2095,Roasted coffee,,,M,2021,0,[redacted],Representative,[redacted],[redacted],[redacted],Spanish,Actual,Actual,500000,500000,None or Not Available,Not available,SingleLocation,3907488987,887000,868970,COP,Modeled
