#,ID,CompanyName,TradeName,Address1,Address2,PostCode,City,Province,Region,Country,Language,Phone,Fax,Mobile,Email,Website,NationalID,NationalIdentificationTypeCodeDescription,NationalIDIsVat,InternationalCode01,InternationalLabel01,PrimaryLocalActivityCode,LocalActivityTypeCode,MarketabilityIndicator,YearStarted,NumberOfFamilyMembers,CEOName,CEOTitle,CEOFirstName,CEOLastName,CEOGender,CEOLanguage,EmployeesHereReliabilityCodeDescription,EmployeesTotalReliabilityCodeDescription,EmployeesHere,EmployeesTotal,ImportExportAgentCodeDescription,LegalStatusCodeDescription,StatusCodeDescription,SalesVolume,SalesVolumeDollars,SalesVolumeEuros,CurrencyCode,SalesVolumeReliabilityCodeDescription
1,0868175971,PERKINS SHIPPING PTY. LTD.,TOLL MARINE LOGISTICS,[redacted],[redacted],3004,Melbourne,Victoria,,Australia,ENG,[redacted],[redacted],[redacted],[redacted],http://www.tollgroup.com,009597835,Australia Company Number,False,4213,"Trucking, except local",,,M,1973,303,[redacted],Director,[redacted],[redacted],[redacted],,Estimated,Estimated,40000,40000,Imports & Exports,Corporation,SingleLocation,6327800000,5001309614,5017556090,AUD,Actual
2,0640163482,"Changshu Yuantong Express Delivery Co., Ltd.",,[redacted],[redacted],201705,Shanghai,,,China,TRA,[redacted],[redacted],[redacted],[redacted],,320581000101948,China Business Registration Number,False,4215,"Courier services, except by air",,,M,2007,31,[redacted],Legal Representative,[redacted],[redacted],[redacted],,Estimated,Estimated,0,200000,None or Not Available,Corporation,HQ,10751635083,1602800000,1570221131,CNY,Modeled
3,0208648546,"Cardinal Health, Inc.",Cardinalhealth,[redacted],[redacted],43017,Dublin,Franklin,Ohio,USA,ENG,[redacted],[redacted],[redacted],[redacted],www.cardinalhealth.com,,,,3842,Surgical appliances and supplies,,,M,1979,738,[redacted],Chief Executive Officer,[redacted],[redacted],[redacted],,Actual,Actual,2800,46500,None or Not Available,Corporation,HQ,181364000000,181364000000,181953150878,USD,Actual
4,0638961179,Yunda Express Center,,[redacted],[redacted],325000,Wenzhou,,,China,TRA,[redacted],[redacted],[redacted],[redacted],,,,,4215,"Courier services, except by air",,,,,0,[redacted],Legal Representative,[redacted],[redacted],[redacted],,Estimated,Estimated,90000,90000,None or Not Available,Not available,SingleLocation,29402529,4120000,4036255,CNY,Modeled
5,0120367930,The Boeing Company,Boeing,[redacted],[redacted],22202,Arlington,Arlington,Virginia,USA,ENG,[redacted],[redacted],[redacted],[redacted],www.boeing.com,,,,3812,Search and navigation equipment,,,M,1916,936,[redacted],President,[redacted],[redacted],[redacted],,Modeled,Actual,1850,142000,None or Not Available,Corporation,HQ,62286000000,62286000000,62488332610,USD,Actual
6,0119366519,Northrop Grumman Systems Corporation,Aerospace Systems,[redacted],[redacted],22042,Falls Church,Falls Church,Virginia,USA,ENG,[redacted],[redacted],[redacted],[redacted],www.northropgrumman.com,,,,3812,Search and navigation equipment,,,M,1985,872,[redacted],Chief Executive Officer,[redacted],[redacted],[redacted],,Actual,Actual,685,97000,None or Not Available,Corporation,HQ,1014427724,1014427724,1017723036,USD,Modeled
7,0761182995,UPDATER SERVICES LIMITED,UDS,[redacted],[redacted],600097,Kanchipuram,Tamil Nadu,,India,ENG,[redacted],[redacted],[redacted],[redacted],http://www.uds.in,33AAACU6845J1Z5,India Goods & Services (Gst) Id,True,4225,General warehousing and storage,,,M,2003,98,[redacted],Chief Executive Officer,[redacted],[redacted],[redacted],,Actual,Actual,14316,46192,Exports,Corporation,HQ,9987184000,137863088,138310928,INR,Actual
8,0112125105,"Schneider Electric Systems Usa, Inc.",Schneider Electric,[redacted],[redacted],02035,Foxborough (Foxboro),Norfolk,Massachusetts,USA,ENG,[redacted],[redacted],[redacted],[redacted],www.schneider-electric.com,,,,3823,Process control instruments,,,M,1914,2230,[redacted],President,[redacted],[redacted],[redacted],,Modeled,Actual,63,142000,Imports,Corporation,HQ,25720000000,25720000000,25803549991,USD,Actual
9,0897541005,"Bae Systems, Inc.",,[redacted],[redacted],22042,Falls Church,Falls Church,Virginia,USA,ENG,[redacted],[redacted],[redacted],[redacted],www.baesystems.com,,,,3812,Search and navigation equipment,,,M,1999,500,[redacted],Chief Executive Officer,[redacted],[redacted],[redacted],,Actual,Actual,49,51499,Exports,Corporation,HQ,5678542533,5678542533,5696988962,USD,Modeled
10,0861856655,TOLL MINING SERVICES (MW) PTY LTD,TOLL,[redacted],[redacted],3004,Melbourne,Victoria,,Australia,ENG,[redacted],[redacted],[redacted],[redacted],http://www.tollgroup.com,065274704,Australia Company Number,False,4212,"Local trucking, without storage",,,M,1994,303,[redacted],Director,[redacted],[redacted],[redacted],,Estimated,Estimated,0,40000,None or Not Available,Corporation,HQ,6327800000,5001309614,5017556090,AUD,Actual
