#,ID,CompanyName,TradeName,Address1,Address2,PostCode,City,Province,Region,Country,Language,Phone,Fax,Mobile,Email,Website,NationalID,NationalIdentificationTypeCodeDescription,NationalIDIsVat,InternationalCode01,InternationalLabel01,PrimaryLocalActivityCode,LocalActivityTypeCode,MarketabilityIndicator,YearStarted,NumberOfFamilyMembers,CEOName,CEOTitle,CEOFirstName,CEOLastName,CEOGender,CEOLanguage,EmployeesHereReliabilityCodeDescription,EmployeesTotalReliabilityCodeDescription,EmployeesHere,EmployeesTotal,ImportExportAgentCodeDescription,LegalStatusCodeDescription,StatusCodeDescription,SalesVolume,SalesVolumeDollars,SalesVolumeEuros,CurrencyCode,SalesVolumeReliabilityCodeDescription
1,0839814006,PT. BANK PAN INDONESIA TBK,PANIN BANK,[redacted],[redacted],10270,Jakarta,Special Capital Region of Jakarta,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,AHU-AH.01.03-005,Indonesia Legalization Number,False,6029,"Commercial banks, nec",,,,1971,8,[redacted],President,[redacted],[redacted],[redacted],,Estimated,Actual,0,12284,None or Not Available,Corporation,HQ,17947465941176,1220427684,1195620999,IDR,Modeled
2,0784421996,PEMERINTAH DAERAH KABUPATEN SUBANG,,[redacted],[redacted],41215,Subang,West Java,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],https://subang.go.id/,,,,9199,"General government, nec",,,M,1948,7,[redacted],Trustee,[redacted],[redacted],[redacted],,Estimated,Estimated,0,12000,None or Not Available,Government body,HQ,28845882352941,1961520000,1921649708,IDR,Modeled
3,0837546302,PT. FORTUNE MATE INDONESIA TBK,,[redacted],[redacted],60265,Surabaya,East Java,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],http://www.fmiindo.com/,AHU0047472.AH.01,Indonesia Legalization Number,False,3149,"Footwear, except rubber, nec",,,,1989,0,[redacted],President,[redacted],[redacted],[redacted],,Estimated,Estimated,9582,9582,None or Not Available,Corporation,SingleLocation,2151230507463,144132444,141202775,IDR,Modeled
4,0839820259,PT. DONG JOE INDONESIA,,[redacted],[redacted],15560,Tangerang,Banten,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,C2-25.626.HT.01.,Indonesia Legalization Number,False,3021,Rubber and plastics footwear,,,,1988,0,[redacted],President,[redacted],[redacted],[redacted],,Estimated,Estimated,0,7000,Imports & Exports,Corporation,SingleLocation,2061134328358,138096000,135289030,IDR,Modeled
5,0839981837,PT. TELEKOMUNIKASI INDONESIA (PERSERO) TBK,MULTIMEDIA DIVISION,[redacted],[redacted],10110,Jakarta,Special Capital Region of Jakarta,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,AHU-0096500.AH.0,Indonesia Legalization Number,False,8999,"Services, nec",,,,2019,3196,[redacted],Director,[redacted],[redacted],[redacted],,Estimated,Estimated,23876,23876,None or Not Available,Corporation,SingleLocation,13889417552239,930590976,911675577,IDR,Modeled
6,0838762936,PEMERINTAHAN KABUPATEN BOGOR,,[redacted],[redacted],16914,Bogor,West Java,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],https://diskominfo.bogorkab.go.id/,,,,9199,"General government, nec",,,,,0,[redacted],Mayor,[redacted],[redacted],[redacted],,Estimated,Estimated,20000,20000,None or Not Available,Not available,SingleLocation,48076470588235,3269200000,3202749514,IDR,Modeled
7,0838815636,PLN UNIT PENDIDIKAN DAN LATIHAN PANDAAN,,[redacted],[redacted],67156,Pasuruan,East Java,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,,,,9999,Nonclassifiable establishments,,,,,0,[redacted],Manager,[redacted],[redacted],[redacted],,Estimated,Estimated,8221,8221,None or Not Available,Not available,SingleLocation,0,0,0,,Estimated
8,0838776985,PT. MATAHARI DEPARTMENT STORE TBK,,[redacted],[redacted],12950,Jakarta,Special Capital Region of Jakarta,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,AHU-AH.01.03-095,Indonesia Legalization Number,False,5311,Department stores,,,,1982,2,[redacted],Director,[redacted],[redacted],[redacted],,Estimated,Estimated,13364,13364,None or Not Available,Corporation,SingleLocation,16368705910448,1096703296,1074411461,IDR,Modeled
9,0839982892,PT. COLUMBINDO PERDANA,COLUMBIA,[redacted],[redacted],10140,Jakarta,Special Capital Region of Jakarta,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,AHU-AH.01.10-001,Indonesia Legalization Number,False,6141,Personal credit institutions,,,,1982,2,[redacted],President,[redacted],[redacted],[redacted],,Estimated,Estimated,0,7000,Imports,Corporation,HQ,4830411764706,328468000,321791486,IDR,Modeled
10,0839855042,PT. RAMAYANA LESTARI SENTOSA TBK,RAMAYANA,[redacted],[redacted],10250,Jakarta,Special Capital Region of Jakarta,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,AHU-29866.AH.01.,Indonesia Legalization Number,False,5311,Department stores,,,,1983,3,[redacted],President,[redacted],[redacted],[redacted],,Actual,Actual,12640,12640,None or Not Available,Corporation,SingleLocation,5533004000000,409442296,401119880,IDR,Estimated
11,0839972406,PT. ERATEX DJAJA TBK,,[redacted],[redacted],60226,Surabaya,East Java,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,AHU-AH.01.03-046,Indonesia Legalization Number,False,2299,"Textile goods, nec",,,M,1972,9,[redacted],President,[redacted],[redacted],[redacted],,Estimated,Estimated,0,7600,Imports & Exports,Corporation,HQ,93701000,93701000,91796412,USD,Actual
12,0839791442,PT. KIAMI KENTAS,,[redacted],[redacted],,Jakarta,Special Capital Region of Jakarta,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,C2-13903.HT.01.0,Indonesia Business Registration Number,False,9999,Nonclassifiable establishments,,,,1997,2,[redacted],Managing Director,[redacted],[redacted],[redacted],,Estimated,Estimated,8000,8000,Imports & Exports,Corporation,SingleLocation,0,0,0,,Estimated
13,0838360541,PEMERINTAH KABUPATEN SLEMAN,PEMKAB SLEMAN,[redacted],[redacted],55511,Sleman,Special Region of Yogyakarta,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,,,,9199,"General government, nec",,,,,2,[redacted],Mayor,[redacted],[redacted],[redacted],,Estimated,Estimated,0,13000,None or Not Available,Government body,HQ,31716119402985,2124980000,2081787184,IDR,Modeled
14,0837598050,PT. POONG WON INDONESIA,,[redacted],[redacted],42186,Serang,Banten,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,,,,3149,"Footwear, except rubber, nec",,,,2005,4,[redacted],Director,[redacted],[redacted],[redacted],,Estimated,Estimated,8000,8000,Imports,Corporation,SingleLocation,1796059701493,120336000,117890023,IDR,Modeled
15,0837707001,PT. ASURANSI JIWASRAYA (PERSERO),,[redacted],[redacted],10120,Jakarta,Special Capital Region of Jakarta,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,AHU-96890.AH.01.,Indonesia Legalization Number,False,6311,Life insurance,,,,1973,3196,[redacted],President,[redacted],[redacted],[redacted],,Estimated,Actual,0,14000,None or Not Available,Corporation,HQ,67060823529412,4560136000,4467445662,IDR,Modeled
16,0838712618,PT. MAP AKTIF ADIPERKASA TBK,MAP ACTIVE,[redacted],[redacted],10220,Jakarta,Special Capital Region of Jakarta,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,AHU-0030889.AH.0,Indonesia Legalization Number,False,5941,Sporting goods and bicycle shops,,,M,2018,51,[redacted],President,[redacted],[redacted],[redacted],,Estimated,Estimated,0,7200,Imports,Corporation,HQ,4781480000000,334703600,327900340,IDR,Actual
17,0838770681,PEMERINTAH DAERAH DAERAH ISTIMEWA YOGYAKARTA,,[redacted],[redacted],55213,Yogyakarta,Special Region of Yogyakarta,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,,,,9199,"General government, nec",,,,,0,[redacted],Governor,[redacted],[redacted],[redacted],,Estimated,Estimated,7300,7300,None or Not Available,Not available,SingleLocation,17809820895522,1193258000,1169003572,IDR,Modeled
18,0840120687,PT. JANGKAR NUSANTARA,,[redacted],[redacted],61117,Surabaya,East Java,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,C2-14.297 TH.01.,Indonesia Legalization Number,False,2032,Canned specialties,,,,1989,0,[redacted],President,[redacted],[redacted],[redacted],,Estimated,Estimated,8600,8600,Exports,Corporation,SingleLocation,4842185074627,324426400,317832036,IDR,Modeled
19,0839919845,PT. TYFOUNTEX INDONESIA,,[redacted],[redacted],57169,Sukoharjo,Lampung,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],,AHU-AH.01.10-412,Indonesia Legalization Number,False,2299,"Textile goods, nec",,,,1973,2,[redacted],President,[redacted],[redacted],[redacted],,Estimated,Estimated,0,8000,Imports & Exports,Corporation,HQ,825000000000,82500000,80823086,IDR,Estimated
20,0839795660,PT. JAPFA COMFEED INDONESIA TBK,JAPFA,[redacted],[redacted],12810,Jakarta,Special Capital Region of Jakarta,,Indonesia,ENG,[redacted],[redacted],[redacted],[redacted],https://www.japfacomfeed.co.id/,AHU-AH.01.03-006,Indonesia Legalization Number,False,2048,"Prepared feeds, nec",,,,2012,170,[redacted],President,[redacted],[redacted],[redacted],,Estimated,Estimated,0,14150,Imports & Exports,Corporation,HQ,29602688000000,2190598912,2146072311,IDR,Actual
