#,ID,CompanyName,TradeName,Address1,Address2,PostCode,City,Province,Region,Country,Language,Phone,Fax,Mobile,Email,Website,NationalID,NationalIdentificationTypeCodeDescription,NationalIDIsVat,InternationalCode01,InternationalLabel01,PrimaryLocalActivityCode,LocalActivityTypeCode,MarketabilityIndicator,YearStarted,NumberOfFamilyMembers,CEOName,CEOTitle,CEOFirstName,CEOLastName,CEOGender,CEOLanguage,EmployeesHereReliabilityCodeDescription,EmployeesTotalReliabilityCodeDescription,EmployeesHere,EmployeesTotal,ImportExportAgentCodeDescription,LegalStatusCodeDescription,StatusCodeDescription,SalesVolume,SalesVolumeDollars,SalesVolumeEuros,CurrencyCode,SalesVolumeReliabilityCodeDescription
1,0481142212,KBC Bank,KBC Brussels,[redacted],[redacted],1080,Molenbeek-Saint-Jean,Bruxelles Capitale,Bruxelles Capitale,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],http://www.kbc.com,BE0462920226,Europe Standard VAT Number,True,6159,Miscellaneous business credit institutions,64190,BELGIUM NACE CODE 2008,M,1998,582,[redacted],Director,[redacted],[redacted],[redacted],Flemish,Actual,Actual,1000,8499,None or Not Available,Corporation,HQ,3961059000,4926075960,3961059000,EUR,Actual
2,0483859503,Glaxosmithkline Biologicals,GSK Biologicals - Smithkline Beecham Biologicals,[redacted],[redacted],1330,Rixensart,Brabant Wallon,Wallonie,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],http://www.gsk.com/,BE0440872918,Europe Standard VAT Number,True,2834,Pharmaceutical preparations,21201,BELGIUM NACE CODE 2008,M,2014,901,[redacted],"Managing Director, Director",[redacted],[redacted],[redacted],Belgian French,Actual,Actual,8299,8299,None or Not Available,Corporation,HQ,4921886889,5570517753,4921886889,EUR,Actual
3,0485019601,Carrefour Belgium,CARREFOUR BUREAU,[redacted],[redacted],1935,Zaventem,Vlaams Brabant,Vlaanderen,Belgium,DUT,[redacted],[redacted],[redacted],[redacted],http://www.carrefour.eu,BE0448826918,Europe Standard VAT Number,True,5411,Grocery stores,47114,BELGIUM NACE CODE 2008,M,2016,5097,[redacted],"Managing Director, Director",[redacted],[redacted],[redacted],Flemish,Actual,Actual,7863,7863,None or Not Available,Corporation,HQ,3900491533,4414517810,3900491533,EUR,Actual
4,0879674375,Vlaamse Vervoermaatschappij - De Lijn,VVM - De Lijn,[redacted],[redacted],2800,Mechelen,Antwerpen,Vlaanderen,Belgium,DUT,[redacted],[redacted],[redacted],[redacted],,BE0242069537,Europe Standard VAT Number,True,4131,Intercity and rural bus transportation,49310,BELGIUM NACE CODE 2008,M,1990,71,[redacted],General Manager,[redacted],[redacted],[redacted],Flemish,Actual,Actual,7520,7520,None or Not Available,Not available,HQ,1068816626,1264015675,1068816626,EUR,Actual
5,0485417847,ACCENT Jobs For People,AJFP,[redacted],[redacted],8800,Roeselare,West Vlaanderen,Vlaanderen,Belgium,DUT,[redacted],[redacted],[redacted],[redacted],http://www.accent.be,BE0455069956,Europe Standard VAT Number,True,7361,Employment agencies,78200,BELGIUM NACE CODE 2008,M,1995,3585,[redacted],Director,[redacted],[redacted],[redacted],Flemish,Actual,Actual,7063,7063,None or Not Available,Corporation,HQ,372220836,421273959,372220836,EUR,Actual
6,0481116344,Volvo Car Belgium NV,,[redacted],[redacted],9000,Gent,Oost Vlaanderen,Vlaanderen,Belgium,DUT,[redacted],[redacted],[redacted],[redacted],http://www.volvocargent.be,BE0420383548,Europe Standard VAT Number,True,3711,Motor vehicles and car bodies,29100,BELGIUM NACE CODE 2008,M,1980,551,[redacted],"Managing Director, Director",[redacted],[redacted],[redacted],Flemish,Actual,Actual,6119,6119,Imports,Corporation,HQ,5071703047,5740077433,5071703047,EUR,Actual
7,0481111501,Belfius Banque,Belfius,[redacted],[redacted],1210,Saint-Josse-ten-Noode,Bruxelles Capitale,Bruxelles Capitale,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],http://www.belfius-lease.be,BE0403201185,Europe Standard VAT Number,True,6159,Miscellaneous business credit institutions,,,M,2011,316,[redacted],Director,[redacted],[redacted],[redacted],Belgian French,Estimated,Estimated,0,6000,Imports & Exports,Corporation,HQ,787716626,785166000,787716626,EUR,Modeled
8,0481118126,ArcelorMittal Belgium,AM Belgium,[redacted],[redacted],1000,Bruxelles,Bruxelles Capitale,Bruxelles Capitale,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],http://www.arcelormittal.com,BE0400106291,Europe Standard VAT Number,True,1761,"Roofing, siding, and sheetmetal work",33110,BELGIUM NACE CODE 2008,M,2019,31,[redacted],Chairman of the Board and Director,[redacted],[redacted],[redacted],Belgian French,Actual,Actual,5643,5643,Imports & Exports,Corporation,HQ,4820894599,5456216194,4820894599,EUR,Actual
9,0483112119,Fabricom,Engie Fabricom,[redacted],[redacted],1000,Bruxelles,Bruxelles Capitale,Bruxelles Capitale,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],http://www.dataunit.be,BE0425702910,Europe Standard VAT Number,True,1791,Structural steel erection,25110,BELGIUM NACE CODE 2008,M,1983,48,[redacted],"Managing Director, Director",[redacted],[redacted],[redacted],Flemish,Estimated,Estimated,0,5629,None or Not Available,Corporation,HQ,906064765,1025470510,906064765,EUR,Actual
10,0409385766,Tempo-Team,,[redacted],[redacted],1082,Berchem-Sainte-Agathe,Bruxelles Capitale,Bruxelles Capitale,Belgium,FRE,[redacted],[redacted],[redacted],[redacted],http://www.tempo-team.be/,BE0428327551,Europe Standard VAT Number,True,7361,Employment agencies,78200,BELGIUM NACE CODE 2008,M,1985,4626,[redacted],"Managing Director, Director",[redacted],[redacted],[redacted],Belgian French,Actual,Actual,5337,5337,None or Not Available,Corporation,HQ,281460732,318553035,281460732,EUR,Actual
