#,ID,CompanyName,TradeName,Address1,Address2,PostCode,City,Province,Region,Country,Language,Phone,Fax,Mobile,Email,Website,NationalID,NationalIdentificationTypeCodeDescription,NationalIDIsVat,InternationalCode01,InternationalLabel01,PrimaryLocalActivityCode,LocalActivityTypeCode,MarketabilityIndicator,YearStarted,NumberOfFamilyMembers,CEOName,CEOTitle,CEOFirstName,CEOLastName,CEOGender,CEOLanguage,EmployeesHereReliabilityCodeDescription,EmployeesTotalReliabilityCodeDescription,EmployeesHere,EmployeesTotal,ImportExportAgentCodeDescription,LegalStatusCodeDescription,StatusCodeDescription,SalesVolume,SalesVolumeDollars,SalesVolumeEuros,CurrencyCode,SalesVolumeReliabilityCodeDescription
1,0320775733,Government of Ontario,,[redacted],[redacted],M5G 2C8,Toronto,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],,,,,9121,Legislative bodies,92510010,CANADIAN SIC PLUS 4,M,1791,3831,[redacted],Premier,[redacted],[redacted],[redacted],,Actual,Actual,2500,88000,None or Not Available,Not available,HQ,153700000,116217335,116594860,CAD,Actual
2,0367876367,MTU Maintenance Canada Ltd,,[redacted],[redacted],V4K 3N3,Delta,British Columbia,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],http://mtu.de/,,,,7699,"Repair services, nec",76990021,CANADIAN SIC PLUS 4,M,1998,19,[redacted],Chief Executive Officer,[redacted],[redacted],[redacted],,Actual,Actual,10660,10660,Imports & Exports,Corporation,SingleLocation,1246745910,956159360,959265390,CAD,Modeled
3,0313225728,The Bell Telephone Company Of Canada Or Bell Canada,Bell,[redacted],[redacted],H3E 3B3,Montréal,Québec,,Canada,FRE,[redacted],[redacted],[redacted],[redacted],https://www.bell.ca/,12580756,Canada Federal Corporation Number,False,4899,"Communication services, nec",48990008,CANADIAN SIC PLUS 4,M,1880,1157,[redacted],President,[redacted],[redacted],[redacted],,Actual,Actual,368,48800,Exports,Corporation,HQ,21287307738,16325747200,16378780482,CAD,Modeled
4,0359487765,Koodo Mobile-Scarborough,Telus Mobility,[redacted],[redacted],M1H 3J3,Toronto,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],https://7965.toastmastersclubs.org/,,,,4899,"Communication services, nec",48990008,CANADIAN SIC PLUS 4,M,2008,0,[redacted],Manager,[redacted],[redacted],[redacted],,Actual,Actual,40000,40000,None or Not Available,Corporation,SingleLocation,11799319842,9138880000,9168567143,CAD,Modeled
5,0317233751,Government of Saskatchewan,Economic Development & Trade,[redacted],[redacted],S4S 0B3,Regina,Saskatchewan,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],http://www.saskatchewan.ca,,,,9121,Legislative bodies,92510010,CANADIAN SIC PLUS 4,M,1905,1121,[redacted],Premier,[redacted],[redacted],[redacted],,Actual,Actual,11000,40372,None or Not Available,Not available,HQ,0,0,0,,Estimated
6,0312959979,FCA Canada Inc,Chrysler Canada,[redacted],[redacted],N9A 5K3,Windsor,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],,,,,3711,Motor vehicles and car bodies,37110004,CANADIAN SIC PLUS 4,M,2009,1579,[redacted],President & Board Member,[redacted],[redacted],[redacted],,Actual,Actual,500,12008,Imports & Exports,Corporation,HQ,4553941199,3492526800,3503872079,CAD,Modeled
7,0313809423,Defence Unlimited International Corp.,Defence Unlimited,[redacted],[redacted],L5B 3C2,Mississaugas of Scugog Island,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],http://medicalunlimited.ca/,9204199,Canada Federal Corporation Number,False,7389,"Business services, nec",73990122,CANADIAN SIC PLUS 4,M,2015,0,[redacted],President,[redacted],[redacted],[redacted],,Actual,Actual,18000,18000,None or Not Available,Corporation,SingleLocation,15545435531,12040344000,12079456388,CAD,Modeled
8,0359965907,Home Depot Of Canada Inc.,,[redacted],[redacted],M3C 4H9,Toronto,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],http://www.homedepot.ca/,11232185,Canada Federal Corporation Number,False,5251,Hardware stores,52510003,CANADIAN SIC PLUS 4,M,1994,2646,[redacted],Board Member,[redacted],[redacted],[redacted],,Actual,Actual,110,27000,Imports,Corporation,HQ,9894526707,7588350000,7613000333,CAD,Modeled
9,0313373050,Metro Inc,,[redacted],[redacted],H1C 1V6,Montréal,Québec,,Canada,FRE,[redacted],[redacted],[redacted],[redacted],http://metro.ca/,,,,5141,"Groceries, general line",51410002,CANADIAN SIC PLUS 4,M,1982,522,[redacted],President & Board Member,[redacted],[redacted],[redacted],,Actual,Actual,250,65000,None or Not Available,Corporation,HQ,17997500000,13609943468,13654154613,CAD,Actual
10,0318585970,City of Ottawa,,[redacted],[redacted],K1P 1J1,Ottawa,Ontario,,Canada,ENG,[redacted],[redacted],[redacted],[redacted],http://www.octranspo1.com/,,,,9121,Legislative bodies,93510003,CANADIAN SIC PLUS 4,M,1847,119,[redacted],Mayor,[redacted],[redacted],[redacted],,Actual,Actual,5000,16000,None or Not Available,Not available,HQ,0,0,0,,Estimated
