#,Methodology Version,API Title,Algorithm,ts,id,rda_price,rda_price-USD,utility_price,ecosystem_price,technology_price,sentiment_price,RDAMratio,RDAMratio_rank,rda_marketcap,rda_marketcap-USD,name,type,abbr,logo,marketPrice,marketPrice-USD,circulatingSupply,marketCapitalisation,marketCapitalisation-USD,crunchLevel,description,ivrank,
1,2.0,RDA Pricing,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2682,1.0884178954952042,1.4857527546790112,0.4482264430816241,0.4482264430816241,0.1561410492305162,0.03582396010143971,112.94626232452839,1,1.8818295944777643E11,2.5688051578385175E11,Holo,null,HOT,https://assets.rdaindex.com/img/cryptoicons/32x32/2682.png,0.009636599504,0.013154510154660978,1.7289587044336282E11,1.66612825941E9,2.2743604835169315E9,91.83673469387756,Holo (HOT) is a cryptocurrency and operates on the Ethereum platform. Holo has a current supply o...,1,
2,2.0,RDA Pricing,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2777,3.3827828265145117,4.617692270383047,0.27814721697752615,1.4625138609079396,1.6271319759609002,0.014989772668145052,61.74668276396119,2,3.2274384449833424E10,4.405638293928689E10,IoTeX,null,IOTX,https://assets.rdaindex.com/img/cryptoicons/32x32/2777.png,0.054784851187,0.07478445907831327,9.54077932430788E9,5.2269017549E8,7.135020209536284E8,91.83673469387756,"IoTeX (IOTX) is a cryptocurrency . IoTeX has a current supply of 9,626,124,332.32 with 9,540,779,...",54,
3,2.0,RDA Pricing,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2566,42.39292721984189,57.86877325012197,3.546490633667545,20.265097116635765,18.58133946953858,0.0,56.200905918689735,3,3.7104389370133255E10,5.064961624163319E10,Ontology,null,ONT,https://assets.rdaindex.com/img/cryptoicons/32x32/2566.png,0.754310389252,1.0296768762739388,8.75249524E8,6.6020980914E8,9.012241958311143E8,95.91836734693877,"Ontology (ONT) is a cryptocurrency launched in 2017. Ontology has a current supply of 1,000,000,0...",29,
4,2.0,RDA Pricing,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,1567,252.5622343725228,344.7619126807303,23.754036166694334,107.64744140055456,121.1607568052739,0.0,56.14619517033654,4,3.3653487666408287E10,4.593893780308811E10,Nano,null,NANO,https://assets.rdaindex.com/img/cryptoicons/32x32/1567.png,4.498296520473,6.140432341582369,1.33248297197E8,5.9939035164E8,8.182021535689415E8,95.91836734693877,"Nano (NANO) is a cryptocurrency launched in 2015. Nano has a current supply of 133,248,297.197. T...",39,
5,2.0,RDA Pricing,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,109,2.1385624423747793,2.9192601968068272,0.16995211637005536,0.6134221083794337,1.2048789180971777,0.150309299528113,53.62382201224844,5,3.167151507427484E10,4.3233431718845726E10,DigiByte,null,DGB,https://assets.rdaindex.com/img/cryptoicons/32x32/109.png,0.039880828373,0.05443961447097201,1.4809721917263739E10,5.9062397803E8,8.062355515923386E8,95.91836734693877,DigiByte (DGB) is a cryptocurrency . Users are able to generate DGB through the process of mining...,59,
6,2.0,RDA Pricing,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2300,17.63429341710307,24.071820327208396,1.4341170732884168,7.635528121783041,8.564648222031613,0.0,53.499542635096454,6,3.193392903763413E10,4.35916418057443E10,WAX,null,WAXP,https://assets.rdaindex.com/img/cryptoicons/32x32/2300.png,0.329615778912,0.44994441338302105,1.8108992678244874E9,5.9690097269E8,8.148040087500165E8,91.83673469387756,"WAX (WAXP) is a cryptocurrency . WAX has a current supply of 3,802,164,472.965934 with 1,810,548,...",56,
7,2.0,RDA Pricing,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3773,37.421144991681146,51.08200580378819,4.859788768359965,23.69028030037032,8.852420325371348,0.018655597579519696,52.272070896925115,7,2.7920428236977936E10,3.811298338312777E10,Fetch.ai,null,FET,https://assets.rdaindex.com/img/cryptoicons/32x32/3773.png,0.715891763031,0.9772332514722134,7.46113681E8,5.3413663851E8,7.291270984479293E8,95.91836734693877,Fetch.ai (FET) is a cryptocurrency launched in 2018and operates on the Ethereum platform. Fetch.a...,85,
8,2.0,RDA Pricing,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,2577,4.221888320723627,5.763119320643247,0.22996907642489803,1.3923368583359759,2.4516523917846897,0.14792999417806285,45.38329951790003,8,4.224280020457317E10,5.766384127738392E10,Ravencoin,null,RVN,https://assets.rdaindex.com/img/cryptoicons/32x32/2577.png,0.093027355119,0.12698766687006008,1.0005665E10,9.3080055115E8,1.2705960538242068E9,95.91836734693877,Ravencoin (RVN) is a cryptocurrency launched in 2018. Users are able to generate RVN through the ...,17,
9,2.0,RDA Pricing,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,5804,78.7403812458506,107.48512940176438,3.1488964432723265,30.77282919562706,44.81865560695121,0.0,44.45798744163695,9,2.3662416850492058E10,3.2300554009162315E10,DeFiChain,null,DFI,https://assets.rdaindex.com/img/cryptoicons/32x32/5804.png,1.771118887224,2.4176787026823354,3.0051184E8,5.3224219566E8,7.265410754740156E8,93.87755102040816,"DeFiChain (DFI) is a cryptocurrency launched in 2020. DeFiChain has a current supply of 588,631,8...",131,
10,2.0,RDA Pricing,RDA.SLICER_v4.2,2021-11-03T13:00:00.000944,3814,3.847169577671731,5.251606778426264,0.5956557213163204,2.1810209448094207,1.0704929115459898,0.0,44.022019298272916,10,2.3282827883909172E10,3.178239333293631E10,Celer Network,null,CELR,https://assets.rdaindex.com/img/cryptoicons/32x32/3814.png,0.087391937921,0.11929499968740179,6.051936992598E9,5.2889050196E8,7.219658216416172E8,95.91836734693877,Celer Network (CELR) is a cryptocurrency and operates on the Ethereum platform. Celer Network has...,135,
