#,ID,CompanyName,TradeName,Address1,Address2,PostCode,City,Province,Region,Country,Language,Phone,Fax,Mobile,Email,Website,NationalID,NationalIdentificationTypeCodeDescription,NationalIDIsVat,InternationalCode01,InternationalLabel01,PrimaryLocalActivityCode,LocalActivityTypeCode,MarketabilityIndicator,YearStarted,NumberOfFamilyMembers,CEOName,CEOTitle,CEOFirstName,CEOLastName,CEOGender,CEOLanguage,EmployeesHereReliabilityCodeDescription,EmployeesTotalReliabilityCodeDescription,EmployeesHere,EmployeesTotal,ImportExportAgentCodeDescription,LegalStatusCodeDescription,StatusCodeDescription,SalesVolume,SalesVolumeDollars,SalesVolumeEuros,CurrencyCode,SalesVolumeReliabilityCodeDescription
1,01082010948,PECOM SERVICIOS ENERGIA S.A.,,[redacted],[redacted],B1644HKG,San Fernando,Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],,30654424698,Argentinian Unique Tax Id Key,True,1611,Highway and street construction,,,M,2015,15,[redacted],President,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,5500,Imports & Exports,Corporation,HQ,42484737000,421533561,412965376,ARS,Actual
2,01081653118,ORGANIZACION COORDINADORA ARGENTINA S.R.L.,OCA,[redacted],[redacted],C1214ADG,Autonomous City of Buenos Aires,Autonomous City of Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],http://www.oca.com.ar/,30536259194,Argentinian Unique Tax Id Key,True,4213,"Trucking, except local",,,M,2013,3,[redacted],Manager,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,5900,None or Not Available,Partnership of unknown type,HQ,5079482443,141397553,138523474,ARS,Actual
3,01082300753,DORINKA S.R.L.,Changomas,[redacted],[redacted],C1419DVM,Autonomous City of Buenos Aires,Autonomous City of Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],https://www.walmart.com.ar/,30678138300,Argentinian Unique Tax Id Key,True,5411,Grocery stores,,,M,2020,15,[redacted],Manager,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,10200,Imports,Partnership of unknown type,HQ,99271620989,1236229496,1211101620,ARS,Actual
4,01082414668,ADMINISTRACION NACIONAL DE LA SEGURIDAD SOCIAL,Pro.Cre.Ar,[redacted],[redacted],C1054AAT,Autonomous City of Buenos Aires,Autonomous City of Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],https://www.anses.gob.ar,33637617449,Argentinian Unique Tax Id Key,True,9441,Administration of social and manpower programs,,,M,1991,1452,[redacted],Executive Director,[redacted],[redacted],[redacted],Spanish,Actual,Actual,13270,13270,None or Not Available,Government body,SingleLocation,114517486572,831511470,814609983,ARS,Modeled
5,01081116819,LEDESMA S.A.A.I.,,[redacted],[redacted],C1043AAE,Autonomous City of Buenos Aires,Autonomous City of Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],,30501250305,Argentinian Unique Tax Id Key,True,2061,Raw cane sugar,,,M,1914,6,[redacted],President,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,6413,Imports & Exports,Corporation,HQ,43155732000,462672603,453268216,ARS,Actual
6,01082194328,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,PAMI,[redacted],[redacted],C1043AAG,Autonomous City of Buenos Aires,Autonomous City of Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],http://www.pami.org.ar/,30522763922,Argentinian Unique Tax Id Key,True,9431,Administration of public health programs,,,M,1971,1452,[redacted],Executive Director,[redacted],[redacted],[redacted],Spanish,Actual,Actual,13940,13940,None or Not Available,Government body,SingleLocation,120299454621,873494340,855739499,ARS,Modeled
7,01081720412,ARCOR S.A.I.C.,,[redacted],[redacted],X2434DNE,San Francisco,Córdoba,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],http://www.arcor.com/,30502793175,Argentinian Unique Tax Id Key,True,2064,Candy and other confectionery products,,,M,1961,56,[redacted],President,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,6421,Imports & Exports,Corporation,HQ,115500828000,1145999215,1122705380,ARS,Actual
8,01082008587,PROSEGUR S.A.,,[redacted],[redacted],B1604BZR,Vicente López,Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],http://www.prosegur.com.ar,30575170125,Argentinian Unique Tax Id Key,True,7381,Detective and armored car services,,,M,1978,694,[redacted],President,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,7174,None or Not Available,Corporation,HQ,8295846530,103308177,101208312,ARS,Actual
9,01086800737,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,,[redacted],[redacted],1900,La Plata,Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],,30707051546,Argentinian Unique Tax Id Key,True,9111,Executive offices,,,M,,627,[redacted],,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,12300,None or Not Available,Government body,HQ,153130849745,1111883100,1089282717,ARS,Modeled
10,01081115210,S.A. IMPORTADORA Y EXPORTADORA DE LA PATAGONIA,Supermercados La Anónima,[redacted],[redacted],B1714JPV,Ituzaingó Centro,Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],http://www.laanonima.com.ar,30506730038,Argentinian Unique Tax Id Key,True,5411,Grocery stores,,,M,1918,4,[redacted],President,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,9880,Imports & Exports,Corporation,HQ,132461485000,1405813740,1377238857,ARS,Actual
11,01081828290,TELEFONICA DE ARGENTINA S.A.,Telefonica,[redacted],[redacted],C1107AOH,Autonomous City of Buenos Aires,Autonomous City of Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],http://www.telefonica.com.ar/acercadetelefonica/,30639453975,Argentinian Unique Tax Id Key,True,4813,"Telephone communication, except radio",,,M,1990,2451,[redacted],President,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,8665,Imports,Corporation,HQ,76800804378,956400417,936960409,ARS,Actual
12,01082165774,TERNIUM ARGENTINA S.A.,Ternium Siderar,[redacted],[redacted],C1001AAF,Autonomous City of Buenos Aires,Autonomous City of Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],http://www.ternium.com/,30516888241,Argentinian Unique Tax Id Key,True,3312,Blast furnaces and steel mills,,,M,1962,433,[redacted],President,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,5300,Imports & Exports,Corporation,HQ,327538000000,3249832036,3183775227,ARS,Actual
13,01083170889,POLICIA FEDERAL ARGENTINA,PFA,[redacted],[redacted],C1093ABD,Autonomous City of Buenos Aires,Autonomous City of Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],,30624051919,Argentinian Unique Tax Id Key,True,9221,Police protection,,,M,1943,1452,[redacted],Chief,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,20147,None or Not Available,Government body,HQ,48507072580,352209854,345050758,ARS,Modeled
14,01086239889,GOBIERNO DE LA PROVINCIA DE SANTIAGO DEL ESTERO TESORERIA GENERAL,,[redacted],[redacted],G4200CPG,Santiago del Estero,Santiago del Estero,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],http://www.sde.gov.ar,30999164990,Argentinian Unique Tax Id Key,True,9199,"General government, nec",,,M,1998,2,[redacted],,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,30106,None or Not Available,Government body,HQ,203983594822,1481124882,1451019208,ARS,Modeled
15,01085910169,GOBIERNO DE LA PROVINCIA DE ENTRE RIOS,,[redacted],[redacted],E3100FOA,Paraná,Entre Ríos,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],,30999216931,Argentinian Unique Tax Id Key,True,9111,Executive offices,,,M,1814,4,[redacted],,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,36572,Exports,Government body,HQ,455309059909,3305999084,3238800611,ARS,Modeled
16,01086827787,MINISTERIO DE EDUCACION,,[redacted],[redacted],U9103CRN,Rawson,Chubut,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],http://www.chubut.edu.ar/,30999157935,Argentinian Unique Tax Id Key,True,9111,Executive offices,,,M,,194,[redacted],,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,8300,None or Not Available,Government body,HQ,103332199422,750295100,735044435,ARS,Modeled
17,01083480663,DIRECCION NACIONAL DEL SERVICIO PENITENCIARIO FEDERAL,Servicio Penitenciario Federal,[redacted],[redacted],C1190AAA,Autonomous City of Buenos Aires,Autonomous City of Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],http://www.spf.gob.ar/,30546671549,Argentinian Unique Tax Id Key,True,9223,Correctional institutions,,,M,1933,1452,[redacted],National Director,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,11200,None or Not Available,Government body,HQ,26965762292,195798400,191818558,ARS,Modeled
18,01088883213,CORREO OFICIAL DE LA REPUBLICA ARGENTINA S.A.,Correo Argentino,[redacted],[redacted],C1287AAR,Autonomous City of Buenos Aires,Autonomous City of Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],,30708574836,Argentinian Unique Tax Id Key,True,4311,U.s. postal service,,,M,2015,1452,[redacted],President,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,20674,Imports,Corporation,HQ,25710505000,320172919,313665013,ARS,Actual
19,01084921202,MUNICIPALIDAD DE SAN ISIDRO,,[redacted],[redacted],B1642CAA,San Isidro,Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],https://www.sanisidro.gob.ar/,33999000709,Argentinian Unique Tax Id Key,True,9111,Executive offices,,,M,1855,0,[redacted],,[redacted],[redacted],[redacted],Spanish,Actual,Actual,5688,5688,None or Not Available,Not available,SingleLocation,3635036496,26394000,25857509,ARS,Modeled
20,01082441661,MINISTERIO DE SEGURIDAD,,[redacted],[redacted],1900,La Plata,Buenos Aires,,Argentina,ESP,[redacted],[redacted],[redacted],[redacted],https://www.mseg.gba.gov.ar/,30648839088,Argentinian Unique Tax Id Key,True,9711,National security,,,M,1892,627,[redacted],,[redacted],[redacted],[redacted],Spanish,Estimated,Actual,0,54000,None or Not Available,Government body,HQ,224024514530,1626642000,1593578513,ARS,Modeled
