#,filing_url,filing_uuid,filing_year,client_uuid,client_name,ticker_symbol,client_ticker_indicator,client_government_entity,affiliated_organizations_indicator,affiliated_organizations,affiliated_organizations_count,registrant_id,registrant_name,lobbyist_ids,lobbyist_names,lobbyist_count,lobbyist_more_info,lobbyist_conviction_disclosures,lobbyist_conviction_disclosures_count,agencies,agency_count,general_issue_codes,general_issues,general_issue_count,specific_issues,bills_lobbied_on,lobbying_activities_more_info,foreign_entity_indicator,foreign_entities,foreign_entity_issues,foreign_entity_count,dollar_amount,filing_type,termination_date,date_time_posted,date_posted
1,https://lda.senate.gov/filings/public/filing/7f3c2c3c-6e54-4fa7-8373-f5723d518a5a/print/,7f3c2c3c-6e54-4fa7-8373-f5723d518a5a,1999,7cf173e55ef69b2a23ae84351e3915131cf6e05e28141def3a,Verizon Communications Inc And Various Subsidiaries,VZ,Yes,No,No,,,38687,"Twenty-First Century Group, Inc.",,,,,,,,,,,,,,,No,,,,,Registration - Amendment,,1999-01-21 21:00:00.000,1999-01-21
2,https://lda.senate.gov/filings/public/filing/d8718a62-53ca-4fa9-b6f6-72db7637c39b/print/,d8718a62-53ca-4fa9-b6f6-72db7637c39b,1999,346d1fbd126a0b7bad32960a8e6ba0b01587f6a92d92c039c4,Verizon Communications,VZ,Yes,No,No,,,70175,"Mercury Public Affairs, Llc","12032, 20985, 24237, 34033, 38277","David Jory, Dan Brouillette, Bill K Brewster, Carol Mcdaid, Julie Birkofer",5.0,"[{'lobbyist_id': '12032', 'lobbyist_name': 'David Jory', 'previous_positions': ''}, {'lobbyist_id...",,,"House of Representatives, Senate",2.0,"HCR, TAX, TEC","Taxation/Internal Revenue Code, Telecommunications, Health Issues",3.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '12032, 20985, 24237, 34033, 38277', 'specific_issue': ''...",No,,,,100000.0,Mid-Year Report,,1999-08-09 21:00:00.000,1999-08-09
3,https://lda.senate.gov/filings/public/filing/18dc216f-6176-41bc-8361-17e1fa01a757/print/,18dc216f-6176-41bc-8361-17e1fa01a757,1999,346d1fbd126a0b7bad32960a8e6ba0b01587f6a92d92c039c4,Verizon Communications,VZ,Yes,No,No,,,70175,"Mercury Public Affairs, Llc","12032, 20985, 24237, 34033, 38277","David Jory, Dan Brouillette, Bill K Brewster, Carol Mcdaid, Julie Birkofer",5.0,"[{'lobbyist_id': '12032', 'lobbyist_name': 'David Jory', 'previous_positions': ''}, {'lobbyist_id...",,,"Senate, House of Representatives",2.0,"HCR, TAX, TEC","Taxation/Internal Revenue Code, Telecommunications, Health Issues",3.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '12032, 20985, 24237, 34033, 38277', 'specific_issue': ''...",No,,,,100000.0,Mid-Year Report,,1999-08-09 21:00:00.000,1999-08-09
4,https://lda.senate.gov/filings/public/filing/a5263a23-973c-42fa-bd07-6b13e99971a0/print/,a5263a23-973c-42fa-bd07-6b13e99971a0,1999,346d1fbd126a0b7bad32960a8e6ba0b01587f6a92d92c039c4,Verizon Communications,VZ,Yes,No,No,,,17055,"Grove, William Arthur Jr.",38446,William Arthur Grove,1.0,"[{'lobbyist_id': '38446', 'lobbyist_name': 'William Arthur Grove', 'previous_positions': ''}]",,,"House of Representatives, Senate, Department of Agriculture (USDA)",3.0,"CPI, TAX, TEC","Taxation/Internal Revenue Code, Telecommunications, Computer Industry",3.0,,,"[{'agency_ids': '1, 2, 23', 'lobbyist_ids': '38446', 'specific_issue': '', 'general_issue_code': ...",No,,,,105000.0,Mid-Year Report,,1999-08-12 21:00:00.000,1999-08-12
5,https://lda.senate.gov/filings/public/filing/5d257073-f36b-42b8-a3a9-2f78290e5c10/print/,5d257073-f36b-42b8-a3a9-2f78290e5c10,1999,7cf173e55ef69b2a23ae84351e3915131cf6e05e28141def3a,Verizon Communications Inc And Various Subsidiaries,VZ,Yes,No,No,,,38687,"Twenty-First Century Group, Inc.","25252, 2774, 5544","Jack Fields, Cynthia M Wilkinson, Erin Elder",3.0,"[{'lobbyist_id': '25252', 'lobbyist_name': 'Jack Fields', 'previous_positions': 'Former Congressm...",,,,,TEC,Telecommunications,1.0,,,"[{'agency_ids': '', 'lobbyist_ids': '25252, 2774, 5544', 'specific_issue': '', 'general_issue_cod...",No,,,,40000.0,Mid-Year Report,,1999-08-16 21:00:00.000,1999-08-16
6,https://lda.senate.gov/filings/public/filing/aeff2acd-0b4f-479f-9139-02bcc86d225b/print/,aeff2acd-0b4f-479f-9139-02bcc86d225b,1999,7cf173e55ef69b2a23ae84351e3915131cf6e05e28141def3a,Verizon Communications Inc And Various Subsidiaries,VZ,Yes,No,No,,,5836,Verizon Communications Inc. And Various Subsidiaries,"10659, 16655, 18384, 19301, 19586, 21479, 24549, 25301, 28566, 28810, 29259, 29764, 30633, 31568,...","Arthur Guida, Joseph Westner, Jaynemarie Lentlie, William Edward Senn, John Goodman, Aubrey Sarvi...",18.0,"[{'lobbyist_id': '10659', 'lobbyist_name': 'Arthur Guida', 'previous_positions': ''}, {'lobbyist_...",,,"Internal Revenue Service (IRS), Department of Labor (DOL), Natl Park Service (NPS), U.S. Trade Re...",12.0,"CPI, CPT, HCR, LBR, TAX, TEC","Taxation/Internal Revenue Code, Telecommunications, Copyright/Patent/Trademark, Health Issues, La...",6.0,,,"[{'agency_ids': '1, 11, 143, 150, 188, 2, 22, 24, 25, 38, 39, 41', 'lobbyist_ids': '10659, 16655,...",No,,,,2340000.0,Mid-Year Report,,1999-08-17 21:00:00.000,1999-08-17
7,https://lda.senate.gov/filings/public/filing/6ec379a8-1b35-46aa-a45a-1d5f475af9d1/print/,6ec379a8-1b35-46aa-a45a-1d5f475af9d1,1999,7cf173e55ef69b2a23ae84351e3915131cf6e05e28141def3a,Verizon Communications Inc And Various Subsidiaries,VZ,Yes,No,No,,,5836,Verizon Communications Inc. And Various Subsidiaries,"10659, 16655, 18384, 19301, 19586, 21479, 24549, 25301, 28566, 28810, 29259, 29764, 30633, 31568,...","Arthur Guida, Joseph Westner, Jaynemarie Lentlie, William Edward Senn, John Goodman, Aubrey Sarvi...",18.0,"[{'lobbyist_id': '10659', 'lobbyist_name': 'Arthur Guida', 'previous_positions': ''}, {'lobbyist_...",,,,,"CPI, CPT, HCR, LBR, TAX, TEC","Copyright/Patent/Trademark, Telecommunications, Taxation/Internal Revenue Code, Health Issues, La...",6.0,,,"[{'agency_ids': '', 'lobbyist_ids': '10659, 16655, 18384, 19301, 19586, 21479, 24549, 25301, 2856...",No,,,,,Registration - Amendment,,1999-08-17 21:00:00.000,1999-08-17
8,https://lda.senate.gov/filings/public/filing/6fcf41e5-92bf-45d9-905d-a549e8562528/print/,6fcf41e5-92bf-45d9-905d-a549e8562528,1999,346d1fbd126a0b7bad32960a8e6ba0b01587f6a92d92c039c4,Verizon Communications,VZ,Yes,No,No,,,70175,"Mercury Public Affairs, Llc","12032, 20985, 24237, 34033, 38277","David Jory, Dan Brouillette, Bill K Brewster, Carol Mcdaid, Julie Birkofer",5.0,"[{'lobbyist_id': '12032', 'lobbyist_name': 'David Jory', 'previous_positions': ''}, {'lobbyist_id...",,,"Senate, House of Representatives",2.0,"HCR, TAX, TEC","Taxation/Internal Revenue Code, Telecommunications, Health Issues",3.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '12032, 20985, 24237, 34033, 38277', 'specific_issue': ''...",No,,,,80000.0,Year-End Report,,2000-02-08 21:00:00.000,2000-02-08
9,https://lda.senate.gov/filings/public/filing/01727c8f-6ff7-4b94-ba0f-2182bfb72cb3/print/,01727c8f-6ff7-4b94-ba0f-2182bfb72cb3,1999,346d1fbd126a0b7bad32960a8e6ba0b01587f6a92d92c039c4,Verizon Communications,VZ,Yes,No,No,,,70175,"Mercury Public Affairs, Llc","12032, 20985, 24237, 34033, 38277","David Jory, Dan Brouillette, Bill K Brewster, Carol Mcdaid, Julie Birkofer",5.0,"[{'lobbyist_id': '12032', 'lobbyist_name': 'David Jory', 'previous_positions': ''}, {'lobbyist_id...",,,"Senate, House of Representatives",2.0,"HCR, TAX, TEC","Taxation/Internal Revenue Code, Telecommunications, Health Issues",3.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '12032, 20985, 24237, 34033, 38277', 'specific_issue': ''...",No,,,,80000.0,Year-End Report,,2000-02-08 21:00:00.000,2000-02-08
10,https://lda.senate.gov/filings/public/filing/d3170f64-e0ff-4fb3-bfd7-77993aa77fa2/print/,d3170f64-e0ff-4fb3-bfd7-77993aa77fa2,1999,346d1fbd126a0b7bad32960a8e6ba0b01587f6a92d92c039c4,Verizon Communications,VZ,Yes,No,No,,,17055,"Grove, William Arthur Jr.",38446,William Arthur Grove,1.0,"[{'lobbyist_id': '38446', 'lobbyist_name': 'William Arthur Grove', 'previous_positions': ''}]",,,"House of Representatives, Senate",2.0,"CPI, HCR, LBR, TAX, TEC","Computer Industry, Taxation/Internal Revenue Code, Telecommunications, Health Issues, Labor Issue...",5.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '38446', 'specific_issue': '', 'general_issue_code': 'LBR...",No,,,,92000.0,Year-End Report,,2000-02-13 21:00:00.000,2000-02-13
